,ppreg4,ppmarit5,ppeducat,D1G,SL1,ppemploy,ED5,SL7,B10,ppagecat,ppgender,ppethm
2210,West,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,35-44,Female,White
2211,Midwest,Never married,No high school diploma,No,No,Not working,No response,No,3,25-34,Male,White
2212,Midwest,Never married,High school graduate,No,No,Not working,No response,No,10 - Completely satisfied,25-34,Male,White
2213,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,4,35-44,Female,Black
2214,West,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,4,35-44,Female,White
2215,Northeast,Now married,High school graduate,No,No,Working full-time,No response,No,4,45-54,Male,White
2216,Midwest,Now married,High school graduate,No,No,Working full-time,No response,No,8,55-64,Female,White
2217,Northeast,Now married,High school graduate,No,No,Working full-time,No response,No,7,45-54,Male,White
2218,West,Divorced,High school graduate,No,No,Not working,No response,No,8,55-64,Male,Hispanic
2219,Northeast,Now married,High school graduate,No,No,Not working,No response,No,7,35-44,Female,White
2220,West,Now married,No high school diploma,No,No,Not working,No response,No,7,35-44,Male,White
2221,West,Never married,No high school diploma,No,No,Working part-time,No response,No,8,35-44,Female,White
2222,South,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,25-34,Female,Other
2223,South,Now married,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,5,55-64,Female,White
2224,Northeast,Never married,College's degree,No,No,Working full-time,Financial costs are much larger,No,4,45-54,Male,White
2225,Northeast,Never married,Bachelor's degree or higher,No,No,Not working,No response,Yes,5,65-74,Male,White
2226,West,Now married,College's degree,No,Yes,Working full-time,Financial costs are much larger,No response,7,25-34,Female,Other
2227,South,Never married,College's degree,No,No,Not working,Financial costs are much larger,No,3,75+,Female,White
2228,South,Now married,High school graduate,No,No,Not working,No response,No,9,75+,Female,White
2229,Northeast,Now married,College's degree,No,No,Working full-time,Financial costs are much larger,No,2,55-64,Male,White
2230,West,Now married,College's degree,No,No,Not working,About the same,No,8,75+,Female,Other
2231,West,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,25-34,Male,Hispanic
2232,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,18-24,Male,Other
2233,West,Now married,High school graduate,No,No,Not working,No response,No,8,65-74,Female,Hispanic
2234,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,35-44,Male,White
2235,Northeast,Now married,College's degree,No,No,Working full-time,Financial benefits are much larger,Yes,6,45-54,Male,White
2236,South,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,25-34,Female,Black
2237,South,Never married,High school graduate,No,Yes,Working full-time,About the same,No response,0 - Not at all satisfied,25-34,Female,White
2238,Midwest,Divorced,No high school diploma,No,No,Not working,No response,No,5,25-34,Female,White
2239,South,Now married,High school graduate,No,No,Not working,No response,No,7,65-74,Male,White
2240,Northeast,Now married,College's degree,No,No,Not working,No response,Yes,7,55-64,Female,White
2241,South,Never married,High school graduate,"Yes, as a part-time student",No,Not working,About the same,No,5,35-44,Male,White
2242,South,Now married,High school graduate,No,No,Not working,No response,No,9,75+,Female,White
2243,Northeast,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,75+,Male,White
2244,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,9,55-64,Male,White
2245,West,Now married,College's degree,No,No,Working full-time,About the same,Yes,0 - Not at all satisfied,65-74,Male,White
2246,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,35-44,Male,White
2247,Midwest,Now married,College's degree,No,No,Not working,Financial costs are somewhat larger,No,4,75+,Female,White
2248,South,Now married,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,5,35-44,Female,Other
2249,South,Now married,College's degree,No,No,Not working,About the same,Yes,8,55-64,Male,White
2250,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,55-64,Male,Other
2251,Midwest,Widowed,Bachelor's degree or higher,No,No,Not working,No response,No,5,75+,Female,White
2252,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,3,55-64,Male,White
2253,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,35-44,Male,White
2254,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,4,65-74,Male,White
2255,West,Now married,College's degree,No,No,Not working,Financial benefits are somewhat larger,No,5,65-74,Female,White
2256,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,6,25-34,Female,White
2257,South,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,2,45-54,Female,Hispanic
2258,Northeast,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,6,35-44,Female,White
2259,West,Divorced,College's degree,No,No,Not working,About the same,Yes,8,65-74,Male,White
2260,Midwest,Now married,Bachelor's degree or higher,"Yes, as a full-time student",Yes,Not working,No response,No response,8,25-34,Female,White
2261,Midwest,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,9,25-34,Female,White
2262,Northeast,Never married,College's degree,No,No,Working full-time,Financial costs are somewhat larger,No,3,25-34,Female,Hispanic
2263,South,Never married,No high school diploma,"Yes, as a full-time student",No,Not working,No response,No,0 - Not at all satisfied,25-34,Female,Black
2264,Midwest,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,9,65-74,Male,White
2265,West,Now married,Bachelor's degree or higher,No,No,Not working,Financial benefits are somewhat larger,No,3,75+,Male,White
2266,South,Never married,High school graduate,No,No,Working full-time,Financial benefits are somewhat larger,No,8,25-34,Female,Hispanic
2267,Northeast,Widowed,Bachelor's degree or higher,No,No,Not working,No response,No,9,65-74,Female,White
2268,West,Now married,High school graduate,No,No,Working full-time,No response,No,8,25-34,Female,White
2269,Midwest,Never married,High school graduate,No,No,Working full-time,No response,No,7,25-34,Female,Other
2270,Midwest,Never married,College's degree,No,No,Working full-time,No response,Yes,4,25-34,Male,Black
2271,Midwest,Never married,High school graduate,No,Yes,Working part-time,Financial benefits are much larger,No response,0 - Not at all satisfied,25-34,Female,Black
2272,South,Divorced,College's degree,No,No,Not working,About the same,No,5,65-74,Female,Black
2273,Midwest,Never married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,3,25-34,Male,White
2274,Midwest,Never married,High school graduate,No,No,Working full-time,No response,No,7,25-34,Male,Black
2275,South,Now married,College's degree,No,No,Not working,No response,No,7,55-64,Male,Hispanic
2276,South,Now married,College's degree,No,No,Not working,No response,No,10 - Completely satisfied,75+,Male,Black
2277,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,5,25-34,Female,Hispanic
2278,West,Widowed,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,10 - Completely satisfied,75+,Female,White
2279,Midwest,Widowed,High school graduate,No,No,Not working,No response,No,4,75+,Female,White
2280,South,Now married,College's degree,No,No,Working part-time,Financial benefits are much larger,No,8,65-74,Male,White
2281,South,Now married,High school graduate,No,No,Working full-time,Financial benefits are somewhat larger,Yes,4,55-64,Male,White
2282,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,9,35-44,Female,White
2283,South,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,7,35-44,Female,Black
2284,Midwest,Divorced,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,6,65-74,Male,White
2285,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,55-64,Male,White
2286,South,Now married,College's degree,No,No,Not working,No response,No,2,55-64,Female,White
2287,Northeast,Now married,High school graduate,No,No,Not working,No response,No,6,55-64,Male,White
2288,Northeast,Never married,High school graduate,No,No,Working full-time,No response,No,5,55-64,Male,White
2289,South,Now married,No high school diploma,No,No,Not working,No response,No,6,55-64,Female,White
2290,Northeast,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,7,55-64,Female,White
2291,South,Now married,No high school diploma,No,No,Working full-time,No response,No,7,35-44,Male,Hispanic
2292,South,Never married,Bachelor's degree or higher,No,No,Not working,No response,No,9,65-74,Female,White
2293,West,Now married,College's degree,No,No,Not working,About the same,No,5,55-64,Male,White
2294,Midwest,Never married,College's degree,No,No,Working full-time,No response,No,4,55-64,Male,White
2295,South,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,4,55-64,Male,White
2296,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,6,65-74,Male,White
2297,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,25-34,Female,White
2298,South,Never married,No high school diploma,No,No,Not working,No response,No,10 - Completely satisfied,45-54,Male,Black
2299,Midwest,Now married,High school graduate,No,No,Not working,No response,No,9,65-74,Female,White
2300,Midwest,Never married,High school graduate,No,No,Working part-time,No response,No,4,35-44,Female,Black
2301,Midwest,Now married,College's degree,No,No,Working full-time,No response,No,4,65-74,Female,White
2302,South,Never married,High school graduate,No,No,Working full-time,No response,No,1,25-34,Male,White
2303,West,Now married,High school graduate,No,No,Not working,No response,No,5,75+,Male,White
2304,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,65-74,Male,Other
2305,West,Widowed,Bachelor's degree or higher,No,No,Not working,No response,No,6,75+,Female,White
2306,South,Widowed,High school graduate,No,No,Not working,No response,No,8,65-74,Female,White
2307,South,Now married,College's degree,No,No,Working full-time,No response,No,7,25-34,Male,White
2308,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,6,55-64,Male,White
2309,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,6,45-54,Male,Other
2310,South,Widowed,High school graduate,No,No,Working full-time,No response,No,9,65-74,Female,White
2311,South,Widowed,Bachelor's degree or higher,"Yes, as a part-time student",No,Working part-time,No response,No,9,75+,Male,White
2312,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,35-44,Female,White
2313,Midwest,Now married,High school graduate,No,No,Working full-time,No response,No,3,35-44,Female,White
2314,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,55-64,Female,White
2315,West,Never married,College's degree,No,No,Working part-time,About the same,No,7,35-44,Female,White
2316,Northeast,Now married,High school graduate,No,No,Working full-time,No response,No,10 - Completely satisfied,45-54,Male,White
2317,South,Never married,College's degree,No,No,Working full-time,No response,No,3,25-34,Female,White
2318,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,7,25-34,Male,White
2319,Midwest,Never married,High school graduate,No,No,Working full-time,No response,No,8,35-44,Male,White
2320,South,Never married,High school graduate,No,No,Not working,No response,No,3,45-54,Male,White
2321,Northeast,Widowed,Bachelor's degree or higher,No,No,Not working,No response,No,7,65-74,Female,White
2322,Northeast,Now married,High school graduate,No,No,Working full-time,No response,No,7,55-64,Female,White
